City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
202,sao gabriel da cachoeira,-0.1303,-67.0892,23.77,82,77,0.72,BR,1694949141
203,klyuchi,52.2667,79.1667,19.86,48,99,2.48,RU,1694949141
204,purpe,64.4803,76.6897,16.55,64,100,4.33,RU,1694949141
205,mount isa,-20.7333,139.5,22.87,25,0,3.09,AU,1694949141
206,holualoa,19.6228,-155.9522,23.77,75,91,0.89,US,1694949142
207,mpika,-11.8343,31.4529,31.84,15,2,4.32,ZM,1694949142
208,georgetown,5.4112,100.3354,29.97,83,20,0.0,MY,1694949019
209,constantia,44.1833,28.65,24.28,54,56,6.95,RO,1694949124
210,dejen,10.1667,38.1333,20.46,55,49,0.67,ET,1694949142
211,smithers,54.7804,-127.1743,7.7,81,58,0.87,CA,1694949142
212,iskateley,67.6803,53.1512,8.82,61,37,2.38,RU,1694949143
213,masterton,-40.9597,175.6575,13.82,79,82,9.36,NZ,1694949143
214,piana degli albanesi,37.998,13.2797,32.68,55,21,1.75,IT,1694949143
215,newman,37.3138,-121.0208,16.83,85,2,1.9,US,1694949143
216,monticello,45.3055,-93.7941,11.68,97,75,1.54,US,1694949143
217,howard springs,-12.497,131.047,26.95,60,58,5.2,AU,1694949143
218,tura,25.5198,90.2201,27.98,87,34,0.58,IN,1694949144
219,chagoda,59.164,35.3285,16.29,50,99,5.03,RU,1694949144
220,sorong,-0.8833,131.25,25.97,85,53,5.99,ID,1694949144
221,glace bay,46.1969,-59.957,17.72,89,100,11.83,CA,1694949144
222,qamdo,31.1667,97.2333,9.52,71,91,3.29,CN,1694949144
223,mananjary,-21.2167,48.3333,26.37,55,0,5.12,MG,1694949145
224,nuuk,64.1835,-51.7216,1.34,80,75,1.03,GL,1694949145
225,caleta de carquin,-11.0925,-77.6267,18.22,89,94,3.25,PE,1694949145
226,chillicothe,39.3331,-82.9824,14.58,99,100,0.0,US,1694949145
227,kirkuk,35.4681,44.3922,36.84,11,0,6.02,IQ,1694949002
228,gryfino,53.2524,14.4883,24.01,48,100,1.18,PL,1694949145
229,kralendijk,12.15,-68.2667,28.99,74,40,4.12,BQ,1694948991
230,mount pearl,47.5166,-52.7813,20.53,98,100,7.2,CA,1694949146
231,moanda,-1.5575,13.2178,29.09,63,97,2.22,GA,1694949146
232,garoua boulai,5.8833,14.55,23.52,84,86,1.1,CM,1694949146
233,hermanus,-34.4187,19.2345,16.56,61,32,3.87,ZA,1694949146
